dataid,localhour,air1,	air2,	air3,	airwindowunit1,	aquarium1,	bathroom1,	bathroom2,	bedroom1,	bedroom2,	bedroom3,	bedroom4,	bedroom5,	car1,	clotheswasher1,	clotheswasher_dryg1,	diningroom1,	diningroom2,	dishwasher1,	disposal1,	drye1,	dryg1,	freezer1,	furnace1,	furnace2,	garage1,	garage2,	gen,	grid,	heater1,	housefan1,	icemaker1,	jacuzzi1,	kitchen1,	kitchen2,	kitchenapp1,	kitchenapp2,	lights_plugs1,	lights_plugs2,	lights_plugs3,	lights_plugs4,	lights_plugs5,	lights_plugs6,	livingroom1,	livingroom2,	microwave1,	office1,	outsidelights_plugs1,	outsidelights_plugs2,	oven1,	oven2,	pool1,	pool2,	poollight1,	poolpump1,	pump1,	range1,	refrigerator1,	refrigerator2,	security1,	shed1,	sprinkler1,	use,	utilityroom1,	venthood1,	waterheater1,	waterheater2,	winecooler1,water_meter_value,  gas_meter_value
2015-01-01 06:00:00-06,9836,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.09070000000000000000,0,0,0,0.00046666666666666667,0.39153333333333333333,0,0,0,0,0,0,0.00000000000000000000,0.00700000000000000000,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.04886666666666666667,0,0,0,0,0.39195000000000000000,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,203,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276666666666666667,0,0,0.00000000000000000000,0,0,0,0,0.00801666666666666667,0,0,0,0,0.26440000000000000000,0,0,0,0,0,0,0.05413333333333333333,0.00000000000000000000,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.02556666666666666667,0,0,0,0,0.26440000000000000000,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,1450,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00700000000000000000,0,0,0,0,0.41926666666666666667,0,0,0,0,0,0,0,0.05300000000000000000,0,0,0,0,0,0,0.07706666666666666667,0,0.03100000000000000000,0,0,0,0.01400000000000000000,0,0,0,0,0,0,0,0.01508333333333333333,0,0,0,0,0.41926666666666666667,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,1524,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.26050000000000000000,0,0,0,0,0.69556666666666666667,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0.00911666666666666667,0,0,0,0,0,0,0,0.06635000000000000000,0,0,0,0,0.69556666666666666667,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,1731,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.15630000000000000000,0,0,0,0,0.44436666666666666667,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.03058333333333333333,0,0.00500000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.04546666666666666667,0,0,0,0,0.44436666666666666667,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,2354,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00366666666666666667,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.16153333333333333333,0,0,0,0.00000000000000000000,0.46848333333333333333,0,0,0,0,0,0,0.00000000000000000000,0.00770000000000000000,0,0,0,0,0,0,0,0,0.01300000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46848333333333333333,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,2606,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.14223333333333333333,0,0,0,0,0.25680000000000000000,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0.05500000000000000000,0,0.00500000000000000000,0,0,0,0.00500000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.25680000000000000000,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,3687,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236666666666666667,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.22061666666666666667,0,0,0,0,0.56411666666666666667,0,0,0,0,0,0,0.00663333333333333333,0,0,0,0,0,0,0,0.06051666666666666667,0,0.00555000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.11576666666666666667,0,0,0,0,0.56411666666666666667,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,3864,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00500000000000000000,0,0,0,0,0.10813333333333333333,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.03700000000000000000,0,0.00500000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.10813333333333333333,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,3938,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00105000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0,0,0.10011666666666666667,0,0,0,0,0,0,0.00045000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.01731666666666666667,0,0,0,0,0.10011666666666666667,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,4495,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00295000000000000000,0,0.00000000000000000000,0,0,0,0,0.17871666666666666667,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.02373333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.000083333333333333333333,0,0,0,0,0.17871666666666666667,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,4934,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00778333333333333333,0,0,0,0,0.11533333333333333333,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0.00700000000000000000,0,0,0,0,0,0,0,0.01136666666666666667,0,0,0,0,0.11533333333333333333,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,5938,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.19353333333333333333,0,0,0,0,0.35961666666666666667,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0.04800000000000000000,0,0.00695000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.04411666666666666667,0,0,0,0,0.35961666666666666667,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,6377,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00235000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.18298333333333333333,0,0,0,0,0.33645000000000000000,0,0,0,0,0,0,0.00105000000000000000,0.02486666666666666667,0,0,0,0,0,0,0,0,0.03500000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00246666666666666667,0,0,0,0,0.33645000000000000000,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,6547,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00798333333333333333,0,0,0,0,0.22343333333333333333,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.00598333333333333333,0,0,0,0.00800000000000000000,0,0,0,0,0,0,0,0.03190000000000000000,0,0,0,0,0.22343333333333333333,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,7062,0.01500000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00700000000000000000,0,0,0,0,0.44593333333333333333,0,0,0,0,0,0,0.00531666666666666667,0,0,0,0,0,0,0,0.09398333333333333333,0,0.05720000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.03893333333333333333,0,0,0,0,0.44593333333333333333,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,7114,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.21601666666666666667,0,0,0,0,0.57298333333333333333,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.08636666666666666667,0,0.04321666666666666667,0,0,0,0.00500000000000000000,0,0,0,0,0,0,0,0.04290000000000000000,0,0,0,0,0.57298333333333333333,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,8061,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00103333333333333333,0.00000000000000000000,0,0,0,0.13746666666666666667,0,0,0,0,0.42900000000000000000,0,0,0,0,0,0,0.01835000000000000000,0,0,0,0,0,0,0,0.03118333333333333333,0,0.00501666666666666667,0,0,0,0.00600000000000000000,0,0,0,0,0,0,0,0.09331666666666666667,0,0,0,0,0.42900000000000000000,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,8342,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00500000000000000000,0,0,0,0,0.14945000000000000000,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.07616666666666666667,0,0,0,0,0.14945000000000000000,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,8574,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.08045000000000000000,0,0,0,0,1.0866666666666667,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.08881666666666666667,0,0,0,0,1.0866666666666667,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,8733,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0,0,0.40515000000000000000,0,0,0,0,0,0,0.00625000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.40515000000000000000,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,9213,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00300000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0,0,0.08726666666666666667,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.08726666666666666667,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,9585,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00600000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0,0,0.21761666666666666667,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.03000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.06305000000000000000,0,0,0,0,0.21761666666666666667,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,9612,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.13093333333333333333,0,0,0,0,0.55548333333333333333,0,0,0,0,0,0,0.01256666666666666667,0,0,0,0,0,0,0,0,0,0.00516666666666666667,0,0,0,0.00125000000000000000,0,0,0,0,0,0,0,0.08053333333333333333,0,0,0,0,0.55548333333333333333,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,9775,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00303333333333333333,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.13756666666666666667,0,0,0,0,0.69090000000000000000,0,0,0,0,0,0,0.00000000000000000000,0.00113333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13035000000000000000,0,0,0,0,0.69090000000000000000,0,0,0,0,0,0,0
2015-01-01 07:00:00-06,9836,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400000000000000000,0,0,0.00015000000000000000,0.00000000000000000000,0,0,0,0.10693333333333333333,0,0,0,0.00046666666666666667,0.37576666666666666667,0,0,0,0,0,0,0.00000000000000000000,0.00700000000000000000,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.01726666666666666667,0,0,0,0,0.37626666666666666667,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,203,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386666666666666667,0,0,0.00000000000000000000,0,0,0,0,0.00840000000000000000,0,0,0,0,0.72543333333333333333,0,0,0,0,0,0,0.21388333333333333333,0.13923333333333333333,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0.00086666666666666667,0,0,0,0,0,0,0,0.04945000000000000000,0,0,0,0,0.72543333333333333333,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,1450,0.000066666666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026666666666666667,0,0,0.00085000000000000000,0.00000000000000000000,0,0,0,0.17460000000000000000,0,0,0,0,0.62471666666666666667,0,0,0,0,0,0,0,0.08428333333333333333,0,0,0,0,0,0,0.07683333333333333333,0,0.03100000000000000000,0,0,0,0.01426666666666666667,0,0,0,0,0,0,0,0.04085000000000000000,0,0,0,0,0.62471666666666666667,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,1524,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.32518333333333333333,0,0,0,0,0.75331666666666666667,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0.00948333333333333333,0,0,0,0,0,0,0,0.05843333333333333333,0,0,0,0,0.75331666666666666667,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,1731,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391666666666666667,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.16158333333333333333,0,0,0,0,0.44478333333333333333,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.03065000000000000000,0,0.00500000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.04171666666666666667,0,0,0,0,0.44478333333333333333,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,2354,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00366666666666666667,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.17041666666666666667,0,0,0,0.00000000000000000000,0.45746666666666666667,0,0,0,0,0,0,0.00000000000000000000,0.00780000000000000000,0,0,0,0,0,0,0,0,0.01303333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45746666666666666667,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,2606,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.24973333333333333333,0,0,0,0,0.42915000000000000000,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0.05495000000000000000,0,0.00500000000000000000,0,0,0,0.00500000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.42915000000000000000,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,3687,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313333333333333333,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00400000000000000000,0,0,0,0,0.57561666666666666667,0,0,0,0,0,0,0.00700000000000000000,0,0,0,0,0,0,0,0.06315000000000000000,0,0.00510000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.12355000000000000000,0,0,0,0,0.57561666666666666667,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,3864,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00500000000000000000,0,0,0,0,0.14815000000000000000,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.03700000000000000000,0,0.00538333333333333333,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.04088333333333333333,0,0,0,0,0.14815000000000000000,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,3938,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00190000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0,0,0.08150000000000000000,0,0,0,0,0,0,0.00045000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.08150000000000000000,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,4495,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00300000000000000000,0,0.00000000000000000000,0,0,0,0,0.30401666666666666667,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.30401666666666666667,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,4934,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00756666666666666667,0,0,0,0,0.26118333333333333333,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.00501666666666666667,0,0,0,0.00700000000000000000,0,0,0,0,0,0,0,0.10588333333333333333,0,0,0,0,0.26118333333333333333,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,5938,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.09818333333333333333,0,0,0,0,0.28551666666666666667,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0.04801666666666666667,0,0.00690000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.05893333333333333333,0,0,0,0,0.28551666666666666667,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,6377,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00240000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.19518333333333333333,0,0,0,0,0.49205000000000000000,0,0,0,0,0,0,0.00120000000000000000,0.02116666666666666667,0,0,0,0,0,0,0,0,0.03500000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.14695000000000000000,0,0,0,0,0.49205000000000000000,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,6547,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00800000000000000000,0,0,0,0,0.21050000000000000000,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.00600000000000000000,0,0,0,0.00800000000000000000,0,0,0,0,0,0,0,0.03971666666666666667,0,0,0,0,0.21050000000000000000,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,7062,0.01500000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00700000000000000000,0,0,0,0,0.38821666666666666667,0,0,0,0,0,0,0.00570000000000000000,0,0,0,0,0,0,0,0.07660000000000000000,0,0.04610000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.04448333333333333333,0,0,0,0,0.38821666666666666667,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,7114,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.20640000000000000000,0,0,0,0,0.56691666666666666667,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.08736666666666666667,0,0.04361666666666666667,0,0,0,0.00500000000000000000,0,0,0,0,0,0,0,0.04306666666666666667,0,0,0,0,0.56691666666666666667,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,8061,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00166666666666666667,0.00000000000000000000,0,0,0,0.14733333333333333333,0,0,0,0,0.63695000000000000000,0,0,0,0,0,0,0.20263333333333333333,0,0,0,0,0,0,0,0.03063333333333333333,0,0.00520000000000000000,0,0,0,0.00600000000000000000,0,0,0,0,0,0,0,0.10478333333333333333,0,0,0,0,0.63695000000000000000,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,8342,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.00500000000000000000,0,0,0,0,0.13071666666666666667,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.05653333333333333333,0,0,0,0,0.13071666666666666667,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,8574,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.09921666666666666667,0,0,0,0,0.94938333333333333333,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.94938333333333333333,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,8733,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0,0,0.38993333333333333333,0,0,0,0,0,0,0.00648333333333333333,0.00000000000000000000,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.38993333333333333333,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,9213,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00300000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0,0,0.09283333333333333333,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.09283333333333333333,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,9585,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00600000000000000000,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.00000000000000000000,0,0,0,0,0.15593333333333333333,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0.03000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0.15593333333333333333,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,9612,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.17641666666666666667,0,0,0,0,0.58773333333333333333,0,0,0,0,0,0,0.01248333333333333333,0,0,0,0,0,0,0,0,0,0.00523333333333333333,0,0,0,0.00155000000000000000,0,0,0,0,0,0,0,0.05370000000000000000,0,0,0,0,0.58773333333333333333,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,9775,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00321666666666666667,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0.12928333333333333333,0,0,0,0,0.64315000000000000000,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11611666666666666667,0,0,0,0,0.64315000000000000000,0,0,0,0,0,0,0
2015-01-01 08:00:00-06,9836,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400000000000000000,0,0,0.00015000000000000000,0.00000000000000000000,0,0,0,0.09641666666666666667,0,0,0,0.000033333333333333333333,0.36978333333333333333,0,0,0,0,0,0,0.00000000000000000000,0.00700000000000000000,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.03726666666666666667,0,0,0,0,0.37023333333333333333,0,0,0,0,0,0,0
2015-01-01 09:00:00-06,203,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386666666666666667,0,0,0.00000000000000000000,0,0,0,0,0.00846666666666666667,0,0,0,0,0.43200000000000000000,0,0,0,0,0,0,0.05145000000000000000,0.01771666666666666667,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0.02701666666666666667,0,0,0,0,0.43200000000000000000,0,0,0,0,0,0,0
2015-01-01 09:00:00-06,1450,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160000000000000000,0,0,0.00301666666666666667,0.00000000000000000000,0,0,0,0.54125000000000000000,0,0,0,0,1.0308166666666667,0,0,0,0,0,0,0,0.05300000000000000000,0,0,0,0,0,0,0.07761666666666666667,0,0.03100000000000000000,0,0,0,0.01526666666666666667,0,0,0,0,0,0,0,0.05531666666666666667,0,0,0,0,1.0308166666666667,0,0,0,0,0,0,0
2015-01-01 09:00:00-06,1524,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0,0,0.00000000000000000000,0.00000000000000000000,0,0,0,0.20763333333333333333,0,0,0,0,0.61488333333333333333,0,0,0,0,0,0,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0.00500000000000000000,0,0,0,0.00875000000000000000,0,0,0,0,0,0,0,0.03938333333333333333,0,0,0,0,0.61488333333333333333,0,0,0,0,0,0,0
